Frame Number,hip,ra,dec,mag,parallax,B_V,Spectral_type,size,Frame Boundaries
10,91820,280.8190461,39.30008217,6.45,2.4,0.015,K5          ,1.0999999999999996,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,91852,280.90039215,36.55646483,6.04,7.41,0.006,G8          ,1.92,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,91898,281.02146593,38.53304638,6.54,3.05,0.01,K5          ,0.9199999999999999,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,91919,281.08473883,39.66997686,4.67,20.1,0.01,F1V         ,4.66,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,91926,281.09489936,39.61259557,4.59,20.34,0.0,A8Vn        ,4.82,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,91971,281.19306613,37.60505025,4.34,21.23,0.01,Am          ,5.32,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,91973,281.20079095,37.59456466,5.73,21.72,0.009,F0IVvar     ,2.539999999999999,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,92098,281.55420304,41.44181072,6.06,2.67,0.005,B6V         ,1.8800000000000008,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,92352,282.33611447,43.73429004,6.54,6.69,0.015,G5          ,0.9199999999999999,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,92551,282.9021706,36.53909869,6.1,2.91,0.004,B6IV        ,1.8000000000000007,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,92599,283.03022057,41.38324734,6.28,2.67,0.005,B9p Si      ,1.4399999999999995,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,92700,283.32708394,40.99514612,6.6,3.8,0.008,M3          ,0.8000000000000007,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,92713,283.36877329,42.90262183,6.61,1.89,0.01,K2          ,0.7799999999999994,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,92728,283.43149392,36.97172755,5.58,3.02,0.003,B2.5V       ,2.84,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,92791,283.62620294,36.89860518,4.22,3.63,0.009,M4IIvar     ,5.5600000000000005,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,92831,283.71740921,41.60272814,5.46,12.19,0.004,G8III       ,3.08,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,92869,283.85689766,40.17714943,6.83,4.98,0.007,A2          ,0.33999999999999986,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,92891,283.8987663,42.0601765,6.55,3.77,0.009,K0          ,0.9000000000000004,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,92920,283.97308941,35.81057074,6.67,5.58,0.015,K0          ,0.6600000000000001,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,93042,284.29403948,36.46986372,6.7,4.52,0.009,K1III       ,0.5999999999999996,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,93104,284.50792438,38.26618277,5.89,6.32,0.004,B7IV        ,2.2200000000000006,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,93177,284.69411182,40.67919507,6.2,3.44,0.006,B3V         ,1.5999999999999996,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,93210,284.80121716,39.2173241,6.43,3.97,0.007,B5IV        ,1.1400000000000006,"[[274.53754323  29.3232649 ]
 [263.45107904  45.96929481]
 [275.93560147  54.28414295]
 [287.02206567  37.63811305]]"
10,Celestial_data for frame:,      ,Sun,"(15.253443061231712, -18.06216488882886)",moon,"(1.1315521952412668, 9.52428799788962)"
10,Diffused UV data in frame (Total_photons):,      ,1100A,16920420.4733578,1500A,12399728.988853788,2300A,8905909.85618461
11,89143,272.89655138,48.28964011,6.65,7.47,0.007,K0          ,0.6999999999999993,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,89420,273.73421172,49.15812447,6.83,5.25,0.01,K2          ,0.33999999999999986,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,89570,274.15453594,48.10525023,6.9,5.15,0.01,K2          ,0.1999999999999993,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,89694,274.5747678,46.40712192,7.0,8.73,0.008,G5          ,0.0,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,89835,274.98373083,51.34794769,6.3,7.95,0.006,K1III:      ,1.4000000000000004,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,89943,275.27977872,49.72540851,6.39,4.88,0.007,K1III       ,1.2200000000000006,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,89978,275.37286063,51.30114427,6.65,4.11,0.011,K5          ,0.6999999999999993,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,89981,275.38618655,49.12146945,5.02,4.32,0.026,M2III       ,3.960000000000001,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,90031,275.54910559,51.54193453,6.84,6.73,0.009,A2          ,0.3200000000000003,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,90170,275.99976776,43.90774346,6.63,2.26,0.012,M2III       ,0.7400000000000002,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,90187,276.04560229,42.46695214,6.65,9.81,0.006,A2          ,0.6999999999999993,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,90720,277.63687107,40.97581359,6.99,3.18,0.01,K2          ,0.019999999999999574,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,90865,278.04742968,52.11553235,6.58,3.99,0.006,B9.5V       ,0.8399999999999999,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,90886,278.0873615,45.77438165,6.96,1.3,0.011,K5          ,0.08000000000000007,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,90908,278.1577707,46.09252952,6.69,3.7,0.012,K0          ,0.6199999999999992,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,90948,278.28517799,40.53231511,6.93,6.3,0.008,K0          ,0.14000000000000057,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,90999,278.44859256,46.21912094,6.73,3.72,0.006,A0          ,0.5399999999999991,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91013,278.48624439,52.35350951,5.38,4.1,0.005,K0III       ,3.24,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91061,278.62874504,51.7823281,6.51,3.94,0.01,M0          ,0.9800000000000004,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91192,279.0499743,41.27807382,6.92,4.77,0.008,A0...       ,0.16000000000000014,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91250,279.18971607,43.22184097,6.21,7.94,0.007,F0V         ,1.58,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91262,279.23410832,38.78299311,0.03,128.93,0.005,A0Vvar      ,13.94,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91373,279.52696572,39.66830549,6.02,2.72,0.028,M4.5II      ,1.9600000000000009,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91436,279.71362345,52.34394691,6.92,2.68,0.015,F2          ,0.16000000000000014,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91491,279.88760628,40.93506238,6.25,4.04,0.008,B9V         ,1.5,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91525,279.97003869,52.19602352,6.0,5.79,0.001,A0p...      ,2.0,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91552,280.05077302,38.36717856,6.45,6.51,0.008,A6m         ,1.0999999999999996,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91674,280.42045791,40.71792798,6.64,13.74,0.006,F0          ,0.7200000000000006,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91707,280.53369641,34.74631578,6.49,2.47,0.005,B5V         ,1.0199999999999996,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91775,280.7108655,47.57514361,6.95,13.91,0.009,A2          ,0.09999999999999964,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91820,280.8190461,39.30008217,6.45,2.4,0.015,K5          ,1.0999999999999996,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91843,280.870866,53.87179692,6.18,2.72,0.004,A2IV        ,1.6400000000000006,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91852,280.90039215,36.55646483,6.04,7.41,0.006,G8          ,1.92,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91887,280.97656881,47.61630344,6.68,4.09,0.011,K2          ,0.6400000000000006,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91898,281.02146593,38.53304638,6.54,3.05,0.01,K5          ,0.9199999999999999,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91919,281.08473883,39.66997686,4.67,20.1,0.01,F1V         ,4.66,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91926,281.09489936,39.61259557,4.59,20.34,0.0,A8Vn        ,4.82,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91971,281.19306613,37.60505025,4.34,21.23,0.01,Am          ,5.32,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91973,281.20079095,37.59456466,5.73,21.72,0.009,F0IVvar     ,2.539999999999999,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,91985,281.23079242,54.89718881,6.26,3.37,0.006,G5III       ,1.4800000000000004,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92098,281.55420304,41.44181072,6.06,2.67,0.005,B6V         ,1.8800000000000008,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92133,281.67949234,52.98797002,5.91,1.5,0.011,B2.5V       ,2.1799999999999997,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92156,281.74610599,46.31496028,6.52,5.25,0.005,A2IV        ,0.9600000000000009,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92219,281.91714901,49.07482911,6.67,6.92,0.007,A1V         ,0.6600000000000001,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92269,282.06704599,48.76743801,6.12,17.81,0.005,A7III       ,1.7599999999999998,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92291,282.15108358,45.26155339,6.97,16.2,0.009,F0          ,0.0600000000000005,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92352,282.33611447,43.73429004,6.54,6.69,0.015,G5          ,0.9199999999999999,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92359,282.34993872,33.70082487,7.0,7.33,0.008,A0          ,0.0,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92549,282.89583932,52.97452091,5.51,38.32,0.004,G9IVa       ,2.9800000000000004,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92551,282.9021706,36.53909869,6.1,2.91,0.004,B6IV        ,1.8000000000000007,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92599,283.03022057,41.38324734,6.28,2.67,0.005,B9p Si      ,1.4399999999999995,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92689,283.30642219,50.70828894,4.92,9.67,0.0,G8III       ,4.16,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92700,283.32708394,40.99514612,6.6,3.8,0.008,M3          ,0.8000000000000007,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92713,283.36877329,42.90262183,6.61,1.89,0.01,K2          ,0.7799999999999994,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92728,283.43149392,36.97172755,5.58,3.02,0.003,B2.5V       ,2.84,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92791,283.62620294,36.89860518,4.22,3.63,0.009,M4IIvar     ,5.5600000000000005,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92822,283.69653895,48.85972353,5.84,18.89,0.005,F3III       ,2.3200000000000003,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92831,283.71740921,41.60272814,5.46,12.19,0.004,G8III       ,3.08,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92862,283.8336882,43.9458926,4.08,9.33,0.014,M5IIIvar    ,5.84,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92869,283.85689766,40.17714943,6.83,4.98,0.007,A2          ,0.33999999999999986,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92891,283.8987663,42.0601765,6.55,3.77,0.009,K0          ,0.9000000000000004,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92920,283.97308941,35.81057074,6.67,5.58,0.015,K0          ,0.6600000000000001,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,92926,283.98808843,44.22830892,6.92,4.18,0.495,A2          ,0.16000000000000014,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,93042,284.29403948,36.46986372,6.7,4.52,0.009,K1III       ,0.5999999999999996,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,93104,284.50792438,38.26618277,5.89,6.32,0.004,B7IV        ,2.2200000000000006,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,93177,284.69411182,40.67919507,6.2,3.44,0.006,B3V         ,1.5999999999999996,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,93197,284.74748756,50.80912581,6.32,7.54,0.006,G8III       ,1.3599999999999994,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,93204,284.77396809,43.72098335,6.86,4.38,0.007,A2          ,0.27999999999999936,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,93210,284.80121716,39.2173241,6.43,3.97,0.007,B5IV        ,1.1400000000000006,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,93299,285.05696213,50.53345884,5.39,5.23,0.003,B2.5IV      ,3.2200000000000006,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,93309,285.07941783,40.6840368,6.53,3.66,0.011,M4IIIa      ,0.9399999999999995,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,93340,285.18111302,55.65831944,5.51,6.59,0.004,G5IIbCN...  ,2.9800000000000004,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,93350,285.2090322,42.25288346,6.82,28.6,0.007,F8          ,0.35999999999999943,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,93408,285.3598321,46.93502175,5.0,25.54,0.005,A7V         ,4.0,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,93466,285.52933604,52.2611374,6.35,5.08,0.007,G8III:...   ,1.3000000000000007,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,93656,286.06552332,43.88037616,6.99,5.28,0.093,B9          ,0.019999999999999574,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,93713,286.22987335,53.39660317,5.4,9.34,0.001,A0Vn        ,3.1999999999999993,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,93733,286.2910239,49.92315319,6.45,5.59,0.01,K3III       ,1.0999999999999996,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,93808,286.57097754,41.4137862,6.51,1.6,0.006,B3V         ,0.9800000000000004,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,93903,286.82553958,36.10016754,5.25,3.92,0.004,B6IV        ,3.5,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,94013,287.10785255,52.42586424,5.88,14.24,0.006,K1IV        ,2.24,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,94023,287.13900861,50.3638425,6.92,4.84,0.007,A0          ,0.16000000000000014,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,94142,287.44197876,37.79427953,6.83,8.29,0.013,Am          ,0.33999999999999986,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,94280,287.8464799,40.42915794,6.2,6.92,0.003,A3V         ,1.5999999999999996,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,94336,288.02173147,49.85423807,5.85,40.16,0.006,G4V+...     ,2.3000000000000007,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,94351,288.06544451,47.37499251,6.54,1.33,0.007,K0          ,0.9199999999999999,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,94481,288.43953645,39.14596968,4.43,3.13,0.002,B2.5IV      ,5.140000000000001,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,94659,288.93228133,40.36003641,6.97,4.39,0.008,K0          ,0.0600000000000005,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,94713,289.09206426,38.13372778,4.35,4.24,0.01,K0II        ,5.300000000000001,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,94755,289.21414473,46.99839321,6.02,23.57,0.006,F6IV:       ,1.9600000000000009,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,94781,289.28780976,39.02856639,6.93,3.09,0.01,K5          ,0.14000000000000057,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,94799,289.33320656,39.12112485,6.57,7.37,0.007,K1III       ,0.8599999999999994,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,94923,289.74211539,40.36043925,6.88,4.72,0.008,A0          ,0.2400000000000002,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,95056,290.11290387,39.92620726,6.81,4.61,0.007,G5          ,0.3800000000000008,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,95342,290.9490363,39.5903638,7.0,3.08,0.009,K0          ,0.0,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,95352,290.98536934,43.3882371,5.85,8.06,0.0,G6.5IIIa    ,2.3000000000000007,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,95534,291.48605629,44.9309437,6.68,6.77,0.007,G5          ,0.6400000000000006,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,95764,292.16050606,39.94085004,6.9,1.81,0.009,G5          ,0.1999999999999993,"[[281.06073597  32.79793797]
 [271.55439437  50.39422932]
 [284.75161289  57.52398552]
 [294.25795448  39.92769416]]"
11,Celestial_data for frame:,      ,Sun,"(15.253521937286804, -18.062468428143138)",moon,"(1.1325953665816086, 9.532170744528214)"
11,Diffused UV data in frame (Total_photons):,      ,1100A,22440561.3814175,1500A,15452055.49712156,2300A,10746580.52895941
12,92133,281.67949234,52.98797002,5.91,1.5,0.011,B2.5V       ,2.1799999999999997,"[[288.27772361  35.85341094]
 [280.73057129  54.37476327]
 [294.62158553  60.03512751]
 [302.16873785  41.51377519]]"
12,92549,282.89583932,52.97452091,5.51,38.32,0.004,G9IVa       ,2.9800000000000004,"[[288.27772361  35.85341094]
 [280.73057129  54.37476327]
 [294.62158553  60.03512751]
 [302.16873785  41.51377519]]"
12,92689,283.30642219,50.70828894,4.92,9.67,0.0,G8III       ,4.16,"[[288.27772361  35.85341094]
 [280.73057129  54.37476327]
 [294.62158553  60.03512751]
 [302.16873785  41.51377519]]"
12,92822,283.69653895,48.85972353,5.84,18.89,0.005,F3III       ,2.3200000000000003,"[[288.27772361  35.85341094]
 [280.73057129  54.37476327]
 [294.62158553  60.03512751]
 [302.16873785  41.51377519]]"
12,93197,284.74748756,50.80912581,6.32,7.54,0.006,G8III       ,1.3599999999999994,"[[288.27772361  35.85341094]
 [280.73057129  54.37476327]
 [294.62158553  60.03512751]
 [302.16873785  41.51377519]]"
12,93299,285.05696213,50.53345884,5.39,5.23,0.003,B2.5IV      ,3.2200000000000006,"[[288.27772361  35.85341094]
 [280.73057129  54.37476327]
 [294.62158553  60.03512751]
 [302.16873785  41.51377519]]"
12,93340,285.18111302,55.65831944,5.51,6.59,0.004,G5IIbCN...  ,2.9800000000000004,"[[288.27772361  35.85341094]
 [280.73057129  54.37476327]
 [294.62158553  60.03512751]
 [302.16873785  41.51377519]]"
