Frame Number,hip,ra,dec,mag,parallax,B_V,Spectral_type,size,Frame Boundaries
40,91775,280.7108655,47.57514361,6.95,13.91,0.302,A2          ,0.09999999999999964,"[280.1298927474222, 40.856767204170175, 284.1298927474222, 50.856767204170175]"
40,91887,280.97656881,47.61630344,6.68,4.09,1.367,K2          ,0.6400000000000006,"[280.1298927474222, 40.856767204170175, 284.1298927474222, 50.856767204170175]"
40,92098,281.55420304,41.44181072,6.06,2.67,-0.12,B6V         ,1.8800000000000008,"[280.1298927474222, 40.856767204170175, 284.1298927474222, 50.856767204170175]"
40,92156,281.74610599,46.31496028,6.52,5.25,0.068,A2IV        ,0.9600000000000009,"[280.1298927474222, 40.856767204170175, 284.1298927474222, 50.856767204170175]"
40,92219,281.91714901,49.07482911,6.67,6.92,0.057,A1V         ,0.6600000000000001,"[280.1298927474222, 40.856767204170175, 284.1298927474222, 50.856767204170175]"
40,92269,282.06704599,48.76743801,6.12,17.81,0.225,A7III       ,1.7599999999999998,"[280.1298927474222, 40.856767204170175, 284.1298927474222, 50.856767204170175]"
40,92291,282.15108358,45.26155339,6.97,16.2,0.347,F0          ,0.0600000000000005,"[280.1298927474222, 40.856767204170175, 284.1298927474222, 50.856767204170175]"
40,92352,282.33611447,43.73429004,6.54,6.69,0.81,G5          ,0.9199999999999999,"[280.1298927474222, 40.856767204170175, 284.1298927474222, 50.856767204170175]"
40,92599,283.03022057,41.38324734,6.28,2.67,-0.083,B9p Si      ,1.4399999999999995,"[280.1298927474222, 40.856767204170175, 284.1298927474222, 50.856767204170175]"
40,92689,283.30642219,50.70828894,4.92,9.67,0.903,G8III       ,4.16,"[280.1298927474222, 40.856767204170175, 284.1298927474222, 50.856767204170175]"
40,92700,283.32708394,40.99514612,6.6,3.8,1.407,M3          ,0.8000000000000007,"[280.1298927474222, 40.856767204170175, 284.1298927474222, 50.856767204170175]"
40,92713,283.36877329,42.90262183,6.61,1.89,1.599,K2          ,0.7799999999999994,"[280.1298927474222, 40.856767204170175, 284.1298927474222, 50.856767204170175]"
40,92822,283.69653895,48.85972353,5.84,18.89,0.452,F3III       ,2.3200000000000003,"[280.1298927474222, 40.856767204170175, 284.1298927474222, 50.856767204170175]"
40,92831,283.71740921,41.60272814,5.46,12.19,1.034,G8III       ,3.08,"[280.1298927474222, 40.856767204170175, 284.1298927474222, 50.856767204170175]"
40,92862,283.8336882,43.9458926,4.08,9.33,1.397,M5IIIvar    ,5.84,"[280.1298927474222, 40.856767204170175, 284.1298927474222, 50.856767204170175]"
40,92891,283.8987663,42.0601765,6.55,3.77,1.294,K0          ,0.9000000000000004,"[280.1298927474222, 40.856767204170175, 284.1298927474222, 50.856767204170175]"
40,92926,283.98808843,44.22830892,6.92,4.18,0.2,A2          ,0.16000000000000014,"[280.1298927474222, 40.856767204170175, 284.1298927474222, 50.856767204170175]"
41,94351,288.06544451,47.37499251,6.54,1.33,1.024,K0          ,0.9199999999999999,"[287.9995489942668, 37.619859615661, 291.9995489942668, 47.619859615661]"
41,94481,288.43953645,39.14596968,4.43,3.13,-0.15,B2.5IV      ,5.140000000000001,"[287.9995489942668, 37.619859615661, 291.9995489942668, 47.619859615661]"
41,94659,288.93228133,40.36003641,6.97,4.39,1.304,K0          ,0.0600000000000005,"[287.9995489942668, 37.619859615661, 291.9995489942668, 47.619859615661]"
41,94713,289.09206426,38.13372778,4.35,4.24,1.258,K0II        ,5.300000000000001,"[287.9995489942668, 37.619859615661, 291.9995489942668, 47.619859615661]"
41,94755,289.21414473,46.99839321,6.02,23.57,0.479,F6IV:       ,1.9600000000000009,"[287.9995489942668, 37.619859615661, 291.9995489942668, 47.619859615661]"
41,94781,289.28780976,39.02856639,6.93,3.09,1.548,K5          ,0.14000000000000057,"[287.9995489942668, 37.619859615661, 291.9995489942668, 47.619859615661]"
41,94799,289.33320656,39.12112485,6.57,7.37,1.122,K1III       ,0.8599999999999994,"[287.9995489942668, 37.619859615661, 291.9995489942668, 47.619859615661]"
41,94923,289.74211539,40.36043925,6.88,4.72,0.035,A0          ,0.2400000000000002,"[287.9995489942668, 37.619859615661, 291.9995489942668, 47.619859615661]"
41,95056,290.11290387,39.92620726,6.81,4.61,0.799,G5          ,0.3800000000000008,"[287.9995489942668, 37.619859615661, 291.9995489942668, 47.619859615661]"
41,95342,290.9490363,39.5903638,7.0,3.08,1.149,K0          ,0.0,"[287.9995489942668, 37.619859615661, 291.9995489942668, 47.619859615661]"
41,95352,290.98536934,43.3882371,5.85,8.06,0.924,G6.5IIIa    ,2.3000000000000007,"[287.9995489942668, 37.619859615661, 291.9995489942668, 47.619859615661]"
41,95534,291.48605629,44.9309437,6.68,6.77,1.016,G5          ,0.6400000000000006,"[287.9995489942668, 37.619859615661, 291.9995489942668, 47.619859615661]"
41,95673,291.9016515,37.94120774,6.3,1.58,-0.12,B3Ve        ,1.4000000000000004,"[287.9995489942668, 37.619859615661, 291.9995489942668, 47.619859615661]"
42,96805,295.17145181,43.07782614,6.17,2.33,1.561,M2III       ,1.6600000000000001,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,96887,295.4158238,40.02231075,6.91,4.58,0.147,A3          ,0.17999999999999972,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,96907,295.49010781,40.25405313,6.22,12.0,0.182,A6V         ,1.5600000000000005,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,97001,295.73440148,40.72175702,6.71,4.83,-0.02,A0          ,0.5800000000000001,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,97018,295.76874198,39.99707659,6.95,14.25,0.308,A5          ,0.09999999999999964,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,97029,295.79483942,38.67171285,6.37,2.26,1.22,K0          ,1.2599999999999998,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,97081,295.93784116,41.77308397,5.86,5.17,1.598,M0III       ,2.2799999999999994,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,97087,295.9643626,34.16271463,6.04,3.62,-0.071,B8III       ,1.92,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,97118,296.06896508,37.35426967,4.89,11.7,0.948,G8III       ,4.220000000000001,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,97142,296.15904371,34.41415588,6.39,3.93,1.521,M1III       ,1.2200000000000006,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,97151,296.20455325,40.71686361,6.36,3.6,1.561,M3III       ,1.2799999999999994,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,97228,296.4152175,36.09100655,6.38,1.73,-0.049,B9.5V       ,1.2400000000000002,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,97242,296.4639491,35.01276709,6.14,7.68,1.07,A2V+...     ,1.7200000000000006,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,97376,296.86573441,38.40761671,5.83,6.67,-0.087,B8Vn        ,2.34,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,97477,297.18229814,35.31130999,6.66,14.99,0.437,F4V         ,0.6799999999999997,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,97538,297.36457758,38.71017237,6.12,4.68,0.906,G6III       ,1.7599999999999998,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,97630,297.64161019,38.72216211,5.18,5.08,1.665,M2IIIa      ,3.6400000000000006,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,97634,297.65553824,40.599778,5.68,1.27,-0.058,B1III       ,2.6400000000000006,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,97651,297.69528937,37.82631382,6.13,0.96,1.626,M3III       ,1.7400000000000002,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,97789,298.06835372,36.43228438,6.13,4.41,1.434,K4III       ,1.7400000000000002,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,97895,298.41036976,41.35581063,6.99,1.68,-0.155,B2IV        ,0.019999999999999574,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,97985,298.70101118,36.99565531,5.79,2.12,0.773,Fp          ,2.42,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,98058,298.91919502,40.17289193,6.59,2.18,1.439,K2          ,0.8200000000000003,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
42,98068,298.96567172,38.48670392,4.95,2.71,-0.086,B5IV        ,4.1,"[295.0370365637743, 33.89936285902416, 299.0370365637743, 43.89936285902416]"
43,99002,301.48886108,35.78839095,6.77,-0.96,0.127,WN+...      ,0.46000000000000085,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,99031,301.59137234,35.97353894,5.38,41.34,0.85,K0IV        ,3.24,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,99035,301.60417604,39.09859975,6.86,2.56,1.546,K5III       ,0.27999999999999936,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,99097,301.77578026,36.82667005,6.96,10.96,0.173,Am          ,0.08000000000000007,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,99145,301.92266944,34.42292025,6.12,1.62,0.117,B5Ib        ,1.7599999999999998,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,99303,302.35673642,36.83959003,4.93,3.79,-0.139,B2.5V       ,4.140000000000001,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,99431,302.72661999,30.78968966,6.96,1.34,-0.104,B9          ,0.08000000000000007,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,99719,303.52030039,36.60489439,6.47,3.23,-0.014,A0V         ,1.0600000000000005,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,99770,303.63326032,36.8061354,4.93,24.37,0.151,A2V         ,4.140000000000001,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,99777,303.66507334,36.75208074,6.57,0.98,1.315,G8III       ,0.8599999999999994,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,99801,303.72560963,32.86867122,6.87,4.7,0.018,B9          ,0.2599999999999998,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,99841,303.84913091,33.7293702,5.7,10.86,0.926,K0III       ,2.5999999999999996,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,99893,304.01429331,38.89808634,6.28,7.96,0.006,A1V         ,1.4399999999999995,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,99929,304.11730319,37.0563971,6.47,2.86,-0.097,B6III       ,1.0600000000000005,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,99967,304.22912783,31.50524135,6.92,4.65,-0.001,A0          ,0.16000000000000014,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,100009,304.34485015,38.23568691,6.99,0.61,0.441,B1.5Ib      ,0.019999999999999574,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,100013,304.35489078,39.59353909,6.57,3.51,-0.066,Ape...      ,0.8599999999999994,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,100044,304.44668519,38.0329471,4.77,0.52,0.377,B2pe        ,4.460000000000001,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,100108,304.61927485,36.9997539,5.58,16.76,0.056,A2V         ,2.84,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,100122,304.66279104,34.98278431,5.14,1.63,0.66,F5Ib        ,3.7200000000000006,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,100155,304.73974671,39.00420342,6.35,1.36,1.871,K5Ib        ,1.3000000000000007,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,100239,304.95130281,37.13253176,6.6,5.25,-0.004,A0III       ,0.8000000000000007,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
43,100268,305.06342626,39.40328172,6.22,9.18,0.06,A1V         ,1.5600000000000005,"[301.3396899370325, 29.799355421724442, 305.3396899370325, 39.79935542172444]"
44,101076,307.348879,30.36855661,4.01,4.3,0.404,F5II        ,5.98,"[307.0240638756421, 25.40560017272278, 311.0240638756421, 35.405600172722785]"
44,101268,307.9011204,34.33050116,6.47,22.18,0.422,F2          ,1.0600000000000005,"[307.0240638756421, 25.40560017272278, 311.0240638756421, 35.405600172722785]"
44,101300,307.99244679,25.80502621,6.37,12.33,0.281,Am          ,1.2599999999999998,"[307.0240638756421, 25.40560017272278, 311.0240638756421, 35.405600172722785]"
44,101381,308.21320211,27.21216372,6.89,2.4,1.083,K0II        ,0.22000000000000064,"[307.0240638756421, 25.40560017272278, 311.0240638756421, 35.405600172722785]"
44,101474,308.47578431,35.25086482,4.61,3.51,1.593,K2Ib comp   ,4.779999999999999,"[307.0240638756421, 25.40560017272278, 311.0240638756421, 35.405600172722785]"
44,101493,308.50816598,34.67901846,6.67,3.83,-0.12,B8          ,0.6600000000000001,"[307.0240638756421, 25.40560017272278, 311.0240638756421, 35.405600172722785]"
44,101544,308.68581747,32.5058434,6.89,3.04,1.137,K1II-III    ,0.22000000000000064,"[307.0240638756421, 25.40560017272278, 311.0240638756421, 35.405600172722785]"
44,101641,309.03467615,25.88261861,6.4,4.65,0.158,A5III       ,1.1999999999999993,"[307.0240638756421, 25.40560017272278, 311.0240638756421, 35.405600172722785]"
44,101716,309.26942755,26.46197499,5.59,10.68,-0.05,B9V         ,2.8200000000000003,"[307.0240638756421, 25.40560017272278, 311.0240638756421, 35.405600172722785]"
44,101765,309.38238346,31.57254134,6.32,4.16,-0.089,B8IIIn      ,1.3599999999999994,"[307.0240638756421, 25.40560017272278, 311.0240638756421, 35.405600172722785]"
44,101768,309.38638877,31.52198719,6.51,20.3,0.371,F0V         ,0.9800000000000004,"[307.0240638756421, 25.40560017272278, 311.0240638756421, 35.405600172722785]"
44,101788,309.43467476,33.36650501,6.97,2.76,1.112,K0          ,0.0600000000000005,"[307.0240638756421, 25.40560017272278, 311.0240638756421, 35.405600172722785]"
44,101899,309.74806489,30.33442469,5.68,8.44,1.088,K2III       ,2.6400000000000006,"[307.0240638756421, 25.40560017272278, 311.0240638756421, 35.405600172722785]"
44,101930,309.83477905,26.06787704,6.98,4.48,1.287,K2III       ,0.03999999999999915,"[307.0240638756421, 25.40560017272278, 311.0240638756421, 35.405600172722785]"
44,101974,309.98084763,35.39063708,6.89,8.19,0.943,K0          ,0.22000000000000064,"[307.0240638756421, 25.40560017272278, 311.0240638756421, 35.405600172722785]"
44,102033,310.15110122,29.8054475,6.02,12.2,0.163,A2V         ,1.9600000000000009,"[307.0240638756421, 25.40560017272278, 311.0240638756421, 35.405600172722785]"
44,102037,310.17608727,26.07921536,6.74,5.82,0.059,A0          ,0.5199999999999996,"[307.0240638756421, 25.40560017272278, 311.0240638756421, 35.405600172722785]"
44,102066,310.26058373,32.30731586,5.53,4.05,0.871,G8IIb       ,2.9399999999999995,"[307.0240638756421, 25.40560017272278, 311.0240638756421, 35.405600172722785]"
45,102949,312.86764739,28.25051868,5.66,1.95,0.616,F5Ib        ,2.6799999999999997,"[312.20593579267904, 20.787008420688583, 316.20593579267904, 30.787008420688583]"
45,103004,313.0321898,27.09712771,4.56,15.06,0.835,G8III       ,4.880000000000001,"[312.20593579267904, 20.787008420688583, 316.20593579267904, 30.787008420688583]"
45,103062,313.22326874,24.91460199,6.63,4.09,1.657,K5          ,0.7400000000000002,"[312.20593579267904, 20.787008420688583, 316.20593579267904, 30.787008420688583]"
45,103079,313.28071316,29.64925374,6.36,7.64,1.085,K2          ,1.2799999999999994,"[312.20593579267904, 20.787008420688583, 316.20593579267904, 30.787008420688583]"
45,103191,313.59330936,28.52201021,6.55,1.84,-0.147,B2IIIvar    ,0.9000000000000004,"[312.20593579267904, 20.787008420688583, 316.20593579267904, 30.787008420688583]"
45,103200,313.64015502,28.05763154,5.03,4.41,1.481,K4III       ,3.9399999999999995,"[312.20593579267904, 20.787008420688583, 316.20593579267904, 30.787008420688583]"
45,103330,314.00907254,27.57551582,6.66,5.54,1.112,K2III       ,0.6799999999999997,"[312.20593579267904, 20.787008420688583, 316.20593579267904, 30.787008420688583]"
45,103455,314.4145815,26.4048462,6.93,30.11,0.584,G0V         ,0.14000000000000057,"[312.20593579267904, 20.787008420688583, 316.20593579267904, 30.787008420688583]"
45,103510,314.56471667,30.39588341,6.54,6.11,1.032,G9III       ,0.9199999999999999,"[312.20593579267904, 20.787008420688583, 316.20593579267904, 30.787008420688583]"
45,103511,314.56813667,22.32591754,5.3,8.21,1.419,K4III       ,3.4000000000000004,"[312.20593579267904, 20.787008420688583, 316.20593579267904, 30.787008420688583]"
45,103516,314.57791221,23.0463518,6.57,5.73,0.88,G8III       ,0.8599999999999994,"[312.20593579267904, 20.787008420688583, 316.20593579267904, 30.787008420688583]"
45,103568,314.76476249,22.35041843,6.78,3.75,1.661,K5          ,0.4399999999999995,"[312.20593579267904, 20.787008420688583, 316.20593579267904, 30.787008420688583]"
45,103930,315.87305729,29.09254641,6.96,5.31,0.98,G8III       ,0.08000000000000007,"[312.20593579267904, 20.787008420688583, 316.20593579267904, 30.787008420688583]"
46,104471,317.44119442,19.21070295,6.96,23.24,0.507,F8V         ,0.08000000000000007,"[316.9914859969301, 15.998607875877134, 320.9914859969301, 25.998607875877134]"
46,104539,317.63358351,22.45466435,6.71,1.61,0.028,A1V         ,0.5800000000000001,"[316.9914859969301, 15.998607875877134, 320.9914859969301, 25.998607875877134]"
46,104884,318.69228818,16.47922191,6.95,12.61,0.292,F0          ,0.09999999999999964,"[316.9914859969301, 15.998607875877134, 320.9914859969301, 25.998607875877134]"
46,104967,318.9259661,16.7277998,6.96,8.08,1.08,K0          ,0.08000000000000007,"[316.9914859969301, 15.998607875877134, 320.9914859969301, 25.998607875877134]"
46,105000,318.98839702,25.43392748,6.99,5.5,0.887,G5V:        ,0.019999999999999574,"[316.9914859969301, 15.998607875877134, 320.9914859969301, 25.998607875877134]"
46,105205,319.66469995,24.65949823,6.61,2.79,0.97,G8II-III    ,0.7799999999999994,"[316.9914859969301, 15.998607875877134, 320.9914859969301, 25.998607875877134]"
46,105254,319.79670939,17.82238433,6.7,19.11,0.366,F2          ,0.5999999999999996,"[316.9914859969301, 15.998607875877134, 320.9914859969301, 25.998607875877134]"
46,105344,320.05862783,22.02617225,6.29,6.05,-0.106,B6IV        ,1.42,"[316.9914859969301, 15.998607875877134, 320.9914859969301, 25.998607875877134]"
46,105411,320.26766229,23.85625829,5.58,11.63,1.057,K1III       ,2.84,"[316.9914859969301, 15.998607875877134, 320.9914859969301, 25.998607875877134]"
46,105502,320.52139118,19.80435581,4.08,21.19,1.108,K1III       ,5.84,"[316.9914859969301, 15.998607875877134, 320.9914859969301, 25.998607875877134]"
47,105833,321.5309211,18.06510254,6.83,3.32,-0.014,A0          ,0.33999999999999986,"[321.4749363298945, 11.084730648534435, 325.4749363298945, 21.084730648534435]"
47,105860,321.61088664,19.37559788,6.08,21.72,0.235,A8m         ,1.8399999999999999,"[321.4749363298945, 11.084730648534435, 325.4749363298945, 21.084730648534435]"
47,105918,321.77775816,16.12438738,6.72,29.56,0.529,F8V         ,0.5600000000000005,"[321.4749363298945, 11.084730648534435, 325.4749363298945, 21.084730648534435]"
47,106053,322.21996092,11.08478766,6.65,7.92,0.38,F4II        ,0.6999999999999993,"[321.4749363298945, 11.084730648534435, 325.4749363298945, 21.084730648534435]"
47,106064,322.24967811,17.90590802,6.42,5.99,1.393,K5          ,1.1600000000000001,"[321.4749363298945, 11.084730648534435, 325.4749363298945, 21.084730648534435]"
47,106243,322.79007371,12.13751309,6.1,7.82,-0.047,B9.5V       ,1.8000000000000007,"[321.4749363298945, 11.084730648534435, 325.4749363298945, 21.084730648534435]"
47,106550,323.69120431,18.32890166,6.47,4.43,1.254,K2          ,1.0600000000000005,"[321.4749363298945, 11.084730648534435, 325.4749363298945, 21.084730648534435]"
47,106554,323.69579544,19.93640817,6.89,3.26,0.991,K0          ,0.22000000000000064,"[321.4749363298945, 11.084730648534435, 325.4749363298945, 21.084730648534435]"
47,106643,324.02119868,15.08220968,6.5,7.3,0.94,G8II        ,1.0,"[321.4749363298945, 11.084730648534435, 325.4749363298945, 21.084730648534435]"
47,106787,324.4390348,19.31857481,5.46,10.15,0.321,F1IV        ,3.08,"[321.4749363298945, 11.084730648534435, 325.4749363298945, 21.084730648534435]"
47,106897,324.75463604,20.26545357,5.77,25.57,0.314,F2V         ,2.460000000000001,"[321.4749363298945, 11.084730648534435, 325.4749363298945, 21.084730648534435]"
48,107271,325.9157725,7.52879415,6.47,7.65,1.114,K0          ,1.0600000000000005,"[325.7394437494489, 6.081833721702369, 329.7394437494489, 16.081833721702367]"
48,107315,326.04641808,9.87500791,2.38,4.85,1.52,K2Ibvar     ,9.24,"[325.7394437494489, 6.081833721702369, 329.7394437494489, 16.081833721702367]"
48,107350,326.12996019,14.77221491,5.96,54.37,0.587,G0V         ,2.08,"[325.7394437494489, 6.081833721702369, 329.7394437494489, 16.081833721702367]"
48,107531,326.69261157,13.71960563,6.67,7.76,0.202,A3          ,0.6600000000000001,"[325.7394437494489, 6.081833721702369, 329.7394437494489, 16.081833721702367]"
48,107726,327.33989922,15.76115307,6.84,5.34,0.906,K0          ,0.3200000000000003,"[325.7394437494489, 6.081833721702369, 329.7394437494489, 16.081833721702367]"
48,107919,327.96610226,11.09119705,6.66,13.96,0.29,A5          ,0.6799999999999997,"[325.7394437494489, 6.081833721702369, 329.7394437494489, 16.081833721702367]"
48,108012,328.24312824,15.9321009,6.89,4.4,1.218,K2          ,0.22000000000000064,"[325.7394437494489, 6.081833721702369, 329.7394437494489, 16.081833721702367]"
48,108090,328.49050038,6.86477025,6.14,7.89,0.786,G0IIIs      ,1.7200000000000006,"[325.7394437494489, 6.081833721702369, 329.7394437494489, 16.081833721702367]"
48,108127,328.59178609,12.75109169,6.61,7.18,0.004,B9          ,0.7799999999999994,"[325.7394437494489, 6.081833721702369, 329.7394437494489, 16.081833721702367]"
48,108339,329.23495325,12.07652564,5.54,7.41,0.054,A2Vnn       ,2.92,"[325.7394437494489, 6.081833721702369, 329.7394437494489, 16.081833721702367]"
48,108471,329.61380796,14.02233141,6.53,4.41,1.378,K2          ,0.9399999999999995,"[325.7394437494489, 6.081833721702369, 329.7394437494489, 16.081833721702367]"
49,108566,329.88219181,10.57647009,6.99,2.46,1.597,K5          ,0.019999999999999574,"[329.8593356839949, 1.0208947830027881, 333.8593356839949, 11.020894783002788]"
49,108612,330.03299605,6.7174357,6.0,3.05,-0.112,B3III       ,2.0,"[329.8593356839949, 1.0208947830027881, 333.8593356839949, 11.020894783002788]"
49,108699,330.28849736,8.25717124,5.65,5.35,1.44,K5III       ,2.6999999999999993,"[329.8593356839949, 1.0208947830027881, 333.8593356839949, 11.020894783002788]"
49,108766,330.50570044,10.97380235,6.36,2.43,-0.104,B5IIIn      ,1.2799999999999994,"[329.8593356839949, 1.0208947830027881, 333.8593356839949, 11.020894783002788]"
49,108963,331.1296244,10.24034692,6.93,7.67,0.936,K0          ,0.14000000000000057,"[329.8593356839949, 1.0208947830027881, 333.8593356839949, 11.020894783002788]"
49,109068,331.4195499,5.05828453,4.86,12.38,1.443,K4III       ,4.279999999999999,"[329.8593356839949, 1.0208947830027881, 333.8593356839949, 11.020894783002788]"
49,109155,331.6619741,2.43949394,6.51,6.91,-0.062,B9          ,0.9800000000000004,"[329.8593356839949, 1.0208947830027881, 333.8593356839949, 11.020894783002788]"
49,109349,332.28831936,2.73406708,6.64,11.25,0.076,A0          ,0.7200000000000006,"[329.8593356839949, 1.0208947830027881, 333.8593356839949, 11.020894783002788]"
49,109427,332.54924902,6.197789,3.52,33.77,0.086,A2V         ,6.96,"[329.8593356839949, 1.0208947830027881, 333.8593356839949, 11.020894783002788]"
49,109810,333.62156789,7.97617615,6.65,3.74,-0.039,A0          ,0.6999999999999993,"[329.8593356839949, 1.0208947830027881, 333.8593356839949, 11.020894783002788]"
49,109837,333.69551178,4.28243044,6.97,5.41,0.987,K0          ,0.0600000000000005,"[329.8593356839949, 1.0208947830027881, 333.8593356839949, 11.020894783002788]"
50,109984,334.14029753,-1.59636796,6.16,12.44,0.194,A5Vn        ,1.6799999999999997,"[333.9028417436313, -4.070622855626749, 337.9028417436313, 5.929377144373251]"
50,110091,334.51790289,-0.23752268,6.39,24.11,0.441,F3V         ,1.2200000000000006,"[333.9028417436313, -4.070622855626749, 337.9028417436313, 5.929377144373251]"
50,110298,335.11485393,5.78949288,5.37,3.55,-0.037,B5IV        ,3.26,"[333.9028417436313, -4.070622855626749, 337.9028417436313, 5.929377144373251]"
50,110395,335.41374983,-1.38735315,3.86,20.67,-0.057,A0V         ,6.28,"[333.9028417436313, -4.070622855626749, 337.9028417436313, 5.929377144373251]"
50,110522,335.86508254,0.6086383,6.94,8.96,0.184,A2          ,0.11999999999999922,"[333.9028417436313, -4.070622855626749, 337.9028417436313, 5.929377144373251]"
50,110619,336.14917543,-1.18676669,6.74,4.59,1.005,K0          ,0.5199999999999996,"[333.9028417436313, -4.070622855626749, 337.9028417436313, 5.929377144373251]"
50,110672,336.31921857,1.37739245,4.8,2.96,-0.171,B1Ve        ,4.4,"[333.9028417436313, -4.070622855626749, 337.9028417436313, 5.929377144373251]"
50,110753,336.5602497,-2.78878019,6.94,19.57,0.461,F5          ,0.11999999999999922,"[333.9028417436313, -4.070622855626749, 337.9028417436313, 5.929377144373251]"
50,110785,336.65507484,4.39363758,5.76,25.34,0.519,F7V         ,2.4800000000000004,"[333.9028417436313, -4.070622855626749, 337.9028417436313, 5.929377144373251]"
50,110821,336.77794758,-1.30913932,6.77,8.76,0.652,G0          ,0.46000000000000085,"[333.9028417436313, -4.070622855626749, 337.9028417436313, 5.929377144373251]"
50,110882,336.96448769,4.6964107,4.78,20.39,1.039,K0III       ,4.4399999999999995,"[333.9028417436313, -4.070622855626749, 337.9028417436313, 5.929377144373251]"
50,110960,337.20750231,-0.02006304,3.65,31.53,0.406,F3III-IV    ,6.7,"[333.9028417436313, -4.070622855626749, 337.9028417436313, 5.929377144373251]"
50,111062,337.49145207,4.43205725,5.51,18.93,0.385,F5IVs       ,2.9800000000000004,"[333.9028417436313, -4.070622855626749, 337.9028417436313, 5.929377144373251]"
50,111171,337.82677055,-2.91118194,6.15,6.89,1.083,K0          ,1.6999999999999993,"[333.9028417436313, -4.070622855626749, 337.9028417436313, 5.929377144373251]"
51,111274,338.14120137,-6.46724792,6.94,27.92,0.668,G0          ,0.11999999999999922,"[337.93489350072355, -9.16705561812075, 341.93489350072355, 0.8329443818792495]"
51,111394,338.51203705,-1.57417924,5.88,7.35,0.977,G6III       ,2.24,"[337.93489350072355, -9.16705561812075, 341.93489350072355, 0.8329443818792495]"
51,111441,338.64980568,0.59536075,6.72,3.81,1.534,K5+...      ,0.5600000000000005,"[337.93489350072355, -9.16705561812075, 341.93489350072355, 0.8329443818792495]"
51,111497,338.83887054,-0.11736123,4.04,17.77,-0.083,B9IV-Vn     ,5.92,"[337.93489350072355, -9.16705561812075, 341.93489350072355, 0.8329443818792495]"
