Wavelength,Spectrum
1505.0,7.442031249462446e+20
1512.0,6.862990744154126e+20
1517.0,7.506165057325809e+20
1525.0,7.01744083818346e+20
1535.0,6.534594902358709e+20
1545.0,7.344859661416219e+20
1555.0,6.621702267636763e+20
1565.0,6.277448637651842e+20
1575.0,6.549552158055629e+20
1585.0,7.140231001376644e+20
1595.0,7.364760524025648e+20
1605.0,6.945214234440411e+20
1615.0,7.058933322482979e+20
1625.0,6.521199118410368e+20
1635.0,6.81559659962335e+20
1645.0,6.989352670674822e+20
1655.0,6.205304868025315e+20
1665.0,6.89960348434487e+20
1672.0,5.761686954644077e+20
1677.0,6.665208244241501e+20
1685.0,7.236001981378875e+20
1695.0,6.851402980125193e+20
1705.0,6.463914254266022e+20
1715.0,6.095258705438494e+20
1725.0,6.053374313224024e+20
1735.0,6.413126026973395e+20
1745.0,6.370662847882145e+20
1755.0,6.923072636860609e+20
1765.0,6.079931270433005e+20
1775.0,6.557612386717326e+20
1785.0,6.694986769880259e+20
1795.0,7.12058021093323e+20
1805.0,6.953714149270997e+20
1815.0,6.735221895933302e+20
1825.0,6.638499151992941e+20
1835.0,6.403424953730046e+20
1845.0,6.025428677362336e+20
1855.0,6.024078984170749e+20
1865.0,6.130831181265448e+20
1875.0,6.684063529791293e+20
1885.0,6.364599938572549e+20
1895.0,6.182729571224821e+20
1905.0,6.336989704313757e+20
1915.0,6.280669251649398e+20
1925.0,6.267222893717296e+20
1935.0,6.391524263176599e+20
1945.0,6.514314734871082e+20
1955.0,6.257370449506117e+20
1967.0,6.702399380473279e+20
1976.0,6.842993790975554e+20
1984.0,6.533309058821618e+20
1995.0,6.266846749713084e+20
2005.0,6.441488198257165e+20
2015.0,6.045607696882443e+20
2025.0,6.455816440031075e+20
2035.0,6.22525596981873e+20
2045.0,6.416153793267557e+20
2055.0,6.100663799952808e+20
2065.0,6.159070429447252e+20
2074.0,6.370783240261965e+20
2078.0,6.343660412771656e+20
2085.0,6.42697978666611e+20
2095.0,6.128027486040773e+20
2105.0,6.128002199048892e+20
2115.0,6.13973220240715e+20
2125.0,6.217123041055379e+20
2135.0,5.624171529339166e+20
2145.0,6.027486406326557e+20
2155.0,6.170022857805204e+20
2165.0,5.893443223245549e+20
2175.0,5.809291275143451e+20
2185.0,5.7130647884187324e+20
2195.0,6.013961026544832e+20
2205.0,5.804388759592748e+20
2215.0,5.4778451899525274e+20
2225.0,5.2522030396608106e+20
2235.0,5.7505464321326134e+20
2245.0,5.2823830644693906e+20
2255.0,5.174761627028823e+20
2265.0,5.307964017629827e+20
2275.0,5.5471283868292855e+20
2285.0,5.669738688706623e+20
2295.0,5.436301823167948e+20
2305.0,5.2079002298873433e+20
2315.0,5.009507974220131e+20
2325.0,5.01791905989416e+20
2335.0,4.764941671380343e+20
2345.0,4.5837350875694616e+20
2355.0,4.929322922969181e+20
2365.0,4.5435888270862424e+20
2375.0,4.6979279820248016e+20
2385.0,4.316650718460684e+20
2395.0,4.745059774014824e+20
2405.0,4.492724042919959e+20
2415.0,4.609113744794859e+20
2425.0,4.809095920076517e+20
2435.0,4.584171288179389e+20
2445.0,4.913676596743535e+20
2455.0,4.7413267818385644e+20
2465.0,4.785572695880302e+20
2475.0,4.590632114604686e+20
2485.0,4.9108033622911884e+20
2495.0,4.761796601765289e+20
2505.0,5.0801819556502785e+20
2513.0,4.6992422734277555e+20
2518.0,4.855039223448187e+20
2525.0,4.554076606968403e+20
2535.0,4.6089715054655354e+20
2545.0,4.511313142825621e+20
2555.0,4.742246596168194e+20
2565.0,4.6845954155561596e+20
2575.0,5.0007555141557237e+20
2585.0,4.953174878059833e+20
2595.0,4.964133628165756e+20
2605.0,4.756002719750822e+20
2615.0,4.742850323099324e+20
2625.0,4.863873866236204e+20
2635.0,4.907389618387412e+20
2645.0,5.216959294728294e+20
2655.0,5.1410129754912005e+20
2665.0,4.833535797728374e+20
2675.0,5.034308191506277e+20
2685.0,4.975048126035889e+20
2695.0,4.8572802831035374e+20
2705.0,4.962515260685447e+20
2715.0,4.7731820698591835e+20
2725.0,4.811434966825401e+20
2735.0,5.062506348326275e+20
2745.0,4.5378613234254604e+20
2755.0,4.5178182214867085e+20
2765.0,4.6548263043656267e+20
2775.0,4.862878190930936e+20
2785.0,4.871599042255493e+20
2795.0,4.381982822856217e+20
2805.0,4.668968054574423e+20
2815.0,4.940092020636005e+20
2825.0,4.932638679779424e+20
2835.0,4.735033481734472e+20
2845.0,4.589867183100322e+20
2855.0,4.600585706783386e+20
2865.0,4.768839029003823e+20
2875.0,4.660076516054677e+20
2885.0,4.7419431522656354e+20
2895.0,4.657721664935868e+20
2910.0,4.919167034855443e+20
2930.0,4.775157616099795e+20
2950.0,4.7648594886567336e+20
2970.0,4.769000233577056e+20
2990.0,4.755749849832024e+20
3010.0,4.8370348852297466e+20
3030.0,4.8002170250527107e+20
3050.0,4.74127936872879e+20
3070.0,4.6966794368007347e+20
3090.0,4.7194630164844636e+20
3110.0,4.6281137583185684e+20
3130.0,4.6004940414378213e+20
3150.0,4.611968014003295e+20
3170.0,4.5671025686605024e+20
3190.0,4.446685913328738e+20
3210.0,4.50094547615489e+20
3230.0,4.4595633139435425e+20
3250.0,4.446085347271592e+20
3270.0,4.4403704871067504e+20
3290.0,4.4259316147433656e+20
3310.0,4.4214494954326655e+20
3330.0,4.3660646614678615e+20
3350.0,4.313929205959616e+20
3370.0,4.294944996805832e+20
3390.0,4.256142107766229e+20
3410.0,4.268317794356368e+20
3430.0,4.239142927475011e+20
3450.0,4.2180598979952004e+20
3470.0,4.176703022775734e+20
3490.0,4.154444148173511e+20
3510.0,4.151624648578911e+20
3530.0,4.13957539694817e+20
3550.0,4.115900450800677e+20
3570.0,4.082667021722606e+20
3590.0,4.053340432889971e+20
3610.0,4.032560847312718e+20
3630.0,4.00212163083737e+20
3640.0,3.997038945469522e+20
3650.0,4.019557011738514e+20
3670.0,3.9998205145763034e+20
3690.0,3.890985301525504e+20
3710.0,3.9026931787658664e+20
3730.0,3.921373944017093e+20
3750.0,4.746052288446108e+20
3770.0,4.96202848609176e+20
3790.0,5.750261953473967e+20
