Wavelength,Spectrum
1485.0,1.0589433589517559e+21
1495.0,1.1086037896432779e+21
1505.0,1.0751080685109388e+21
1512.0,9.931263764869271e+20
1517.0,1.0788852515464021e+21
1525.0,1.0248027590399968e+21
1535.0,9.517568577715208e+20
1545.0,1.0509400260217889e+21
1555.0,9.634695077798786e+20
1565.0,9.298934401641327e+20
1575.0,9.656059110493082e+20
1585.0,1.0350629559952388e+21
1595.0,1.0647846540759973e+21
1605.0,1.0058132088689354e+21
1615.0,1.0230042217425437e+21
1625.0,9.521895485469751e+20
1635.0,9.956724274064425e+20
1645.0,1.013097410498822e+21
1655.0,9.072027919962252e+20
1665.0,1.0053106311190994e+21
1672.0,8.767784319725091e+20
1677.0,9.751325323701163e+20
1685.0,1.0436971993726078e+21
1695.0,9.910638719225672e+20
1705.0,9.374130932236272e+20
1715.0,8.799203068896979e+20
1725.0,8.743641225989018e+20
1735.0,9.251704656948078e+20
1745.0,9.143969430067012e+20
1755.0,9.854283839839091e+20
1765.0,8.755592847578548e+20
1775.0,9.328102271106292e+20
1785.0,9.537507370812456e+20
1795.0,1.0061861958427857e+21
1805.0,9.895406810383669e+20
1815.0,9.46143777748995e+20
1825.0,9.427038355101503e+20
1835.0,9.081958680010243e+20
1845.0,8.558768028355561e+20
1855.0,8.40228226472224e+20
1865.0,8.604385761706778e+20
1875.0,9.429282585745634e+20
1885.0,8.878980748731705e+20
1895.0,8.565494368195595e+20
1905.0,8.953918753213507e+20
1915.0,8.7357959367583e+20
1925.0,8.681624878403728e+20
1935.0,8.915105996178192e+20
1945.0,9.064463613716426e+20
1955.0,8.627829568564814e+20
1967.0,9.298801960515617e+20
1976.0,9.539967395385597e+20
1984.0,9.065609114448581e+20
1995.0,8.708507708065583e+20
2005.0,8.97143909233849e+20
2015.0,8.47098423604472e+20
2025.0,9.076291604168218e+20
2035.0,8.659268428380197e+20
2045.0,8.899617713651796e+20
2055.0,8.457266042949912e+20
2065.0,8.605466780609641e+20
2074.0,8.890775697379243e+20
2078.0,8.733206548789804e+20
2085.0,8.903660893265608e+20
2095.0,8.458982821333738e+20
2105.0,8.516658865127669e+20
2115.0,8.537062734556611e+20
2125.0,8.65399883977501e+20
2135.0,7.956441796301719e+20
2145.0,8.37746029657716e+20
2155.0,8.589533250799102e+20
2165.0,8.233849147943619e+20
2175.0,8.13988268611816e+20
2185.0,7.968731284470116e+20
2195.0,8.336843065870177e+20
2205.0,8.080701196434861e+20
2215.0,7.698668930050869e+20
2225.0,7.36349301355767e+20
2235.0,8.00555186350452e+20
2245.0,7.448131736253455e+20
2255.0,7.271751807017638e+20
2265.0,7.448618510847143e+20
2275.0,7.740379823156653e+20
2285.0,7.88418694597726e+20
2295.0,7.580645056325734e+20
2305.0,7.281443046655584e+20
2315.0,7.01740892094231e+20
2325.0,7.022734993606999e+20
2335.0,6.697193421020017e+20
2345.0,6.482753408131067e+20
2355.0,6.869192378912655e+20
2365.0,6.41245557070513e+20
2375.0,6.592713892320519e+20
2385.0,6.130458198135222e+20
2395.0,6.680026714407598e+20
2405.0,6.333904691304416e+20
2415.0,6.471690349183639e+20
2425.0,6.714644606291087e+20
2435.0,6.400599132387475e+20
2445.0,6.813301805110256e+20
2455.0,6.603713733788247e+20
2465.0,6.653987434519339e+20
2475.0,6.397782793666859e+20
2485.0,6.819512922490739e+20
2495.0,6.618250593245165e+20
2505.0,6.983666591152658e+20
2513.0,6.51984120694642e+20
2518.0,6.742933164107056e+20
2525.0,6.345059415597407e+20
2535.0,6.415060130868754e+20
2545.0,6.261779868715163e+20
2555.0,6.556123615070401e+20
2565.0,6.474762718697039e+20
2575.0,6.869527431555063e+20
2585.0,6.811228271776108e+20
2595.0,6.85562274689514e+20
2605.0,6.582320938657908e+20
2615.0,6.557994852469509e+20
2625.0,6.672684004140489e+20
2635.0,6.724756242169035e+20
2645.0,7.072992889968167e+20
2655.0,6.982244197859417e+20
2665.0,6.626105365097838e+20
2675.0,6.864043315191125e+20
2685.0,6.786162541075224e+20
2695.0,6.649584337058263e+20
2705.0,6.751209596549326e+20
2715.0,6.525580089753548e+20
2725.0,6.556506080822584e+20
2735.0,6.829542375645078e+20
2745.0,6.229798145735144e+20
2755.0,6.198502332409867e+20
2765.0,6.367830351785196e+20
2775.0,6.590848976669382e+20
2785.0,6.611078570173248e+20
2795.0,6.092369666616223e+20
2805.0,6.404980103730655e+20
2815.0,6.653819908198135e+20
2825.0,6.613164747003334e+20
2835.0,6.362365200665168e+20
2845.0,6.194162452428489e+20
2855.0,6.239397720027525e+20
2865.0,6.420635912578257e+20
2875.0,6.295828803281359e+20
2885.0,6.37791353979728e+20
2895.0,6.306683244545776e+20
2910.0,6.55091765561714e+20
2930.0,6.382929846811441e+20
2950.0,6.348172876472612e+20
2970.0,6.336762121386837e+20
2990.0,6.301935611820338e+20
3010.0,6.38024310392421e+20
3030.0,6.340270691510164e+20
3050.0,6.256792009566865e+20
3070.0,6.196899769299481e+20
3090.0,6.206015729872162e+20
3110.0,6.094797217836688e+20
3130.0,6.054843770666552e+20
3150.0,6.045740453589811e+20
3170.0,5.983926401939562e+20
3190.0,5.834132583791402e+20
3210.0,5.8849151852340766e+20
3230.0,5.837862415093677e+20
3250.0,5.806209423008096e+20
3270.0,5.7881924412937155e+20
3290.0,5.7570388672977614e+20
3310.0,5.739723599608046e+20
3330.0,5.675463031493421e+20
3350.0,5.605778403620572e+20
3370.0,5.571072007265501e+20
3390.0,5.522697991799382e+20
3410.0,5.5143216757391865e+20
3430.0,5.472939513527841e+20
3450.0,5.439421605791122e+20
3470.0,5.383208622842254e+20
3490.0,5.3524596407163775e+20
3510.0,5.334316224042597e+20
3530.0,5.3089217624472755e+20
3550.0,5.271674023408282e+20
3570.0,5.2291539465623424e+20
3590.0,5.18128567093382e+20
3610.0,5.1530969967357755e+20
3630.0,5.110507380662167e+20
3640.0,5.103875867041682e+20
3650.0,5.101745437975806e+20
3670.0,5.0740182513795695e+20
3690.0,4.9477097269398045e+20
3710.0,4.929964580388132e+20
3730.0,4.909380968997948e+20
3750.0,5.798623325444146e+20
3770.0,6.032129730210493e+20
3790.0,6.864375206959548e+20
