Wavelength,Spectrum
102.0,0.0
103.8,0.0
105.6,0.0
107.7,0.0
110.4,1.3965398639348396e-11
114.0,1.735395612014085e-10
117.8,1.8088810151581625e-09
121.3,1.3795236270493336e-08
124.8,9.428002417201045e-08
127.1,3.1593391444663603e-07
128.4,6.146286092997313e-07
130.5,1.7530997566563279e-06
132.4,4.40763868663668e-06
133.9,8.964244793803129e-06
136.6,3.109646388254482e-05
139.8,0.0001281481577648917
143.3,0.0005640173943353442
147.2,0.002723752813876803
151.0,0.011760473563111138
155.2,0.054865082533613316
158.8,0.19375146386708494
162.0,0.5702317872253568
166.0,2.085177966915514
170.3,7.9021978933958605
173.4,19.917791797840938
176.8,53.000626970449616
180.2,136.3597283212975
181.7,204.69149385894707
186.1,652.709606759482
191.0,2242.2419005010333
193.9,4528.056938875882
198.4,12981.329712173145
201.8,27951.217396652948
205.0,56283.47118210488
210.5,179115.97861209663
216.2,560372.3540285585
219.8,1118841.7307884216
223.0,2032859.2496944773
226.8,4046105.861242942
230.0,386619139.2424212
234.0,898520175.9511092
240.0,2118038459.2075233
246.5,5165800336.580331
252.4,11280956244.27178
256.8,18588214151.526917
260.0,30571973907.69165
264.0,48549505852.79972
268.5,81576531099.49173
273.5,141345591380.3558
278.5,240674948022.50223
284.0,450280388513.9984
290.0,804271757367.7141
296.0,1413719822903.8906
301.0,2195884437098.074
308.0,4112271930872.919
318.0,9963125650712.73
328.0,20963421691822.867
338.0,44871767090763.21
348.0,88900720084925.69
357.0,282559375964439.06
366.0,529619608378374.94
375.0,831388879899126.0
385.0,1419434715190651.2
395.0,2502084629029750.5
405.0,3927512361295922.5
414.0,5951521121845554.0
422.0,8312795136592458.0
430.0,1.1939000346144232e+16
441.0,1.840286753221505e+16
451.0,2.6181727835264836e+16
460.0,3.5477649607405344e+16
470.0,5.089702508093035e+16
480.0,7.049001856422177e+16
490.0,9.763813304641019e+16
500.0,1.3142914029543069e+17
506.0,7.286876589035762e+17
512.0,5.104331032895519e+18
520.0,5.857984538882054e+18
530.0,6.962393909233749e+18
540.0,7.598993929808539e+18
550.0,1.096285924210299e+19
560.0,1.315176447670101e+19
570.0,1.5887374475741016e+19
580.0,1.565277440857587e+19
590.0,2.0592398619862094e+19
600.0,2.325138903350621e+19
610.0,2.7599297634804355e+19
620.0,3.085417601209672e+19
630.0,3.3259537897186107e+19
640.0,3.163099240264518e+19
650.0,2.5028748475259953e+19
658.0,3.756634249318359e+19
665.0,4.615950715224369e+19
675.0,5.013936358673086e+19
685.0,5.248441599618685e+19
695.0,6.796922156120093e+19
705.0,7.01059723750468e+19
716.0,8.04336223811284e+19
726.0,8.467791753319893e+19
735.0,8.888725341899558e+19
745.0,1.0210634451157664e+20
755.0,1.1015898707570939e+20
765.0,1.19742756998166e+20
775.0,1.2963692474594755e+20
785.0,1.404407920266061e+20
795.0,1.4755718371638801e+20
805.0,1.5516382696124023e+20
815.0,1.6162528556133446e+20
825.0,1.7800303802710514e+20
835.0,1.6279386067358125e+20
845.0,1.8894219071432078e+20
855.0,1.9582657425360522e+20
865.0,2.1113152608887403e+20
875.0,2.2734586136962128e+20
885.0,2.476235001580592e+20
895.0,2.6156769574279443e+20
905.0,2.6288830889371864e+20
915.0,3.746555301429074e+20
925.0,2.515644853274807e+21
935.0,6.15317878731529e+21
945.0,1.2234858151138277e+22
955.0,1.549767070851818e+22
965.0,1.8142847247945313e+22
975.0,3.1964969558943927e+21
985.0,1.5312000663959869e+22
995.0,1.5316488461717468e+22
1005.0,1.8234133919794826e+22
1015.0,1.853748242282659e+22
1025.0,9.66784883869172e+21
1035.0,1.4800286862328042e+22
1045.0,2.2599901888380072e+22
1055.0,2.091537672364726e+22
1065.0,1.7060564636361992e+22
1075.0,1.9776007565098185e+22
1085.0,1.7723906180865057e+22
1095.0,2.015777844692747e+22
1105.0,1.8357976442221164e+22
1115.0,1.7868579131906e+22
1125.0,1.4465740338455843e+22
1135.0,1.900706181348406e+22
1145.0,1.7335971506968624e+22
1155.0,1.791087108124436e+22
1165.0,1.7815538555428773e+22
1175.0,1.0540408529089622e+22
1185.0,1.7042641637293114e+22
1195.0,1.5826653796397199e+22
1205.0,1.087046699302869e+22
1215.0,8.356845076447126e+21
1225.0,1.4799054449597905e+22
1235.0,1.7152767058213505e+22
1245.0,1.674858620168842e+22
1255.0,1.6605430929776634e+22
1265.0,1.6985652160008825e+22
1275.0,1.7659960688264662e+22
1285.0,1.7579137034061085e+22
1295.0,1.2632021652983014e+22
1305.0,1.369480304971433e+22
1315.0,1.7349437269531406e+22
1325.0,1.6258429365620868e+22
1335.0,1.5689092094481073e+22
