Wavelength,Spectrum
3310.0,2.1531810368197883e+21
3330.0,2.1240883526620406e+21
3350.0,2.095337042894671e+21
3370.0,2.0716292236577334e+21
3390.0,2.0494203594427959e+21
3410.0,2.025295305244433e+21
3430.0,1.9899036318140109e+21
3450.0,1.9591951092797342e+21
3470.0,1.9404997342160788e+21
3490.0,1.9163835300602826e+21
3510.0,1.8994071080617567e+21
3530.0,1.8843436469989404e+21
3550.0,1.8627030393481797e+21
3570.0,1.8501771279205044e+21
3590.0,1.809705297416832e+21
3610.0,1.7898911157834248e+21
3630.0,1.774105711507031e+21
3640.0,1.7776123853082625e+21
3650.0,1.7469613904782164e+21
3670.0,1.7370450970171317e+21
3690.0,1.7073215028165744e+21
3710.0,1.6574719917788577e+21
3730.0,1.6069852485457698e+21
3750.0,1.7274967305016744e+21
3770.0,1.7455281763754105e+21
3790.0,1.8556575279058203e+21
