9.09000015e+01	4.45058424e-21
9.35000000e+01	4.44442989e-21
9.60999985e+01	4.43827554e-21
9.76999969e+01	4.43448825e-21
9.95999985e+01	4.42999083e-21
1.02000000e+02	4.42430988e-21
1.03800003e+02	4.42004916e-21
1.05599998e+02	4.41578847e-21
1.07699997e+02	4.41081765e-21
1.10400002e+02	4.40442657e-21
1.14000000e+02	4.39590516e-21
1.17800003e+02	4.38691032e-21
1.21300003e+02	4.37862561e-21
1.24800003e+02	4.37034090e-21
1.27099998e+02	4.36489668e-21
1.28399994e+02	4.36181951e-21
1.30500000e+02	4.35684867e-21
1.32399994e+02	4.35235127e-21
1.33899994e+02	4.34880068e-21
1.36600006e+02	4.34240959e-21
1.39800003e+02	4.33483500e-21
1.43300003e+02	4.32655029e-21
1.47199997e+02	4.31731878e-21
1.51000000e+02	4.30832394e-21
1.55199997e+02	4.29838230e-21
1.58800003e+02	4.28986086e-21
1.62000000e+02	4.28228628e-21
1.66000000e+02	4.27281804e-21
1.70300003e+02	4.26263967e-21
1.73399994e+02	4.25530181e-21
1.76800003e+02	4.24725378e-21
1.80199997e+02	4.23920580e-21
1.81699997e+02	4.23565521e-21
1.86100006e+02	4.22524012e-21
1.91000000e+02	4.21364154e-21
1.93899994e+02	4.20677708e-21
1.98399994e+02	4.19612531e-21
2.01800003e+02	4.18807728e-21
2.05000000e+02	4.18050270e-21
2.10500000e+02	4.16748387e-21
2.16199997e+02	4.15399164e-21
2.19800003e+02	4.14547020e-21
2.23000000e+02	4.13789562e-21
2.26800003e+02	4.12890078e-21
2.30000000e+02	4.12132620e-21
2.34000000e+02	4.11185796e-21
2.40000000e+02	4.09765560e-21
2.46500000e+02	4.08226971e-21
2.52399994e+02	4.06830407e-21
2.56799988e+02	4.05788902e-21
2.60000000e+02	4.05031440e-21
2.64000000e+02	4.04084616e-21
2.68500000e+02	4.03019439e-21
2.73500000e+02	4.01835909e-21
2.78500000e+02	4.00652379e-21
2.84000000e+02	3.99350496e-21
2.90000000e+02	3.97930260e-21
2.96000000e+02	3.96510024e-21
3.01000000e+02	3.95326494e-21
3.08000000e+02	3.93669552e-21
3.18000000e+02	3.91302492e-21
3.28000000e+02	3.88935432e-21
3.38000000e+02	3.86568372e-21
3.48000000e+02	3.84201312e-21
3.57000000e+02	3.82070958e-21
3.66000000e+02	3.79940604e-21
3.75000000e+02	3.77810250e-21
3.85000000e+02	3.75443190e-21
3.95000000e+02	3.73076130e-21
4.05000000e+02	3.70709070e-21
4.14000000e+02	3.68578716e-21
4.22000000e+02	3.66685068e-21
4.30000000e+02	3.64791420e-21
4.41000000e+02	3.62187654e-21
4.51000000e+02	3.59820594e-21
4.60000000e+02	3.57690240e-21
4.70000000e+02	3.55323180e-21
4.80000000e+02	3.52956120e-21
4.90000000e+02	3.50589060e-21
5.00000000e+02	3.48222000e-21
5.06000000e+02	3.46801764e-21
5.12000000e+02	3.45381528e-21
5.20000000e+02	3.43487880e-21
5.30000000e+02	3.41120820e-21
5.40000000e+02	3.38753760e-21
5.50000000e+02	3.36386700e-21
5.60000000e+02	3.34019640e-21
5.70000000e+02	3.31652580e-21
5.80000000e+02	3.29285520e-21
5.90000000e+02	3.26918460e-21
6.00000000e+02	3.24551400e-21
6.10000000e+02	3.22184340e-21
6.20000000e+02	3.19817280e-21
6.30000000e+02	3.17450220e-21
6.40000000e+02	3.15083160e-21
6.50000000e+02	3.12716100e-21
6.58000000e+02	3.10822452e-21
6.65000000e+02	3.09165510e-21
6.75000000e+02	3.06798450e-21
6.85000000e+02	3.04431390e-21
6.95000000e+02	3.02064330e-21
7.05000000e+02	2.99697270e-21
7.16000000e+02	2.97093504e-21
7.26000000e+02	2.94726444e-21
7.35000000e+02	2.92596090e-21
7.45000000e+02	2.90229030e-21
7.55000000e+02	2.87861970e-21
7.65000000e+02	2.85494910e-21
7.75000000e+02	2.83127850e-21
7.85000000e+02	2.80760790e-21
7.95000000e+02	2.78393730e-21
8.05000000e+02	2.76026670e-21
8.15000000e+02	2.73659610e-21
8.25000000e+02	2.71292550e-21
8.35000000e+02	2.68925490e-21
8.45000000e+02	2.66558430e-21
8.55000000e+02	2.64191370e-21
8.65000000e+02	2.61824310e-21
8.75000000e+02	2.59457250e-21
8.85000000e+02	2.57090190e-21
8.95000000e+02	2.54723130e-21
9.05000000e+02	2.52356070e-21
9.15000000e+02	2.49989010e-21
9.25000000e+02	2.47621950e-21
9.35000000e+02	2.45254890e-21
9.45000000e+02	2.42887830e-21
